flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2020-2021,2021-14,Umbria,7,0,6214,0,0,0,0,0,0,0,0,0
2020-2021,2021-14,Marche,15,3,18642,0.16,0,0,0,0,3,0.33,0,0
2020-2021,2021-14,Lazio,207,172,254542,0.68,17,1.67,13,0.5,121,0.76,21,0.35
2020-2021,2021-14,Abruzzo,38,50,42693,1.17,6,1.38,10,1.12,26,1.19,8,1.06
2020-2021,2021-14,Molise,8,0,6996,0,0,0,0,0,0,0,0,0
2020-2021,2021-14,Campania,21,8,24841,0.32,1,0.28,4,0.58,3,0.26,0,0
2020-2021,2021-14,Apulia,93,139,121170,1.15,11,1.91,14,1.1,96,1.28,18,0.65
2020-2021,2021-14,Basilicata,12,0,14461,0,0,0,0,0,0,0,0,0
2020-2021,2021-14,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2021-14,Sicily,136,136,162869,0.84,12,2.17,14,0.96,86,0.84,24,0.59
2020-2021,2021-14,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2021-15,Piedmont,40,98,53489,1.83,6,1.72,5,0.84,70,2.26,17,1.3
2020-2021,2021-15,Aosta Valley,1,4,1544,2.59,0,0,0,0,4,3.76,0,0
2020-2021,2021-15,Lombardy,128,194,165758,1.17,23,2.07,12,0.49,127,1.35,32,0.89
2020-2021,2021-15,AP Bolzano,4,9,6033,1.49,2,4.42,3,3.78,4,1.15,0,0
2020-2021,2021-15,AP Trento,2,2,3045,0.66,0,0,0,0,2,0.92,0,0
2020-2021,2021-15,Veneto,38,6,47635,0.13,0,0,0,0,5,0.2,1,0.1
2020-2021,2021-15,Friuli-Venezia Giulia,4,0,3992,0,0,0,0,0,0,0,0,0
2020-2021,2021-15,Liguria,15,24,19364,1.24,4,4.43,8,3.21,8,0.74,4,0.77
2020-2021,2021-15,Emilia-Romagna,18,17,21610,0.79,6,2.91,5,1.06,4,0.38,2,0.47
2020-2021,2021-15,Tuscany,22,31,36162,0.86,10,3.81,3,0.45,17,0.96,1,0.11
2020-2021,2021-15,Umbria,4,4,3330,1.2,1,1.69,2,1.38,1,0.9,0,0
2020-2021,2021-15,Marche,9,6,12573,0.48,0,0,0,0,6,0.74,0,0
2020-2021,2021-15,Lazio,199,180,245125,0.73,20,2.01,13,0.52,120,0.79,27,0.47
2020-2021,2021-15,Abruzzo,28,43,32544,1.32,5,1.6,10,1.59,22,1.28,6,1.02
2020-2021,2021-15,Molise,7,1,5793,0.17,0,0,0,0,1,0.29,0,0
2020-2021,2021-15,Campania,18,4,21418,0.19,0,0,2,0.35,2,0.2,0,0
2020-2021,2021-15,Apulia,54,93,71450,1.3,9,3.03,15,2.24,53,1.18,16,0.95
2020-2021,2021-15,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2021-15,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2021-15,Sicily,132,117,158420,0.74,4,0.77,12,0.85,75,0.75,26,0.65
2020-2021,2021-15,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2021-16,Piedmont,35,56,47232,1.19,5,1.6,6,1.15,43,1.59,2,0.17
2020-2021,2021-16,Aosta Valley,1,0,1536,0,0,0,0,0,0,0,0,0
2020-2021,2021-16,Lombardy,139,180,181071,0.99,16,1.52,8,0.34,120,1.14,36,0.86
2020-2021,2021-16,AP Bolzano,5,8,6825,1.17,2,3.15,2,1.44,3,0.85,1,0.77
2020-2021,2021-16,AP Trento,2,5,3143,1.59,0,0,0,0,5,2.22,0,0
2020-2021,2021-16,Veneto,48,11,60138,0.18,0,0,0,0,11,0.34,0,0
2020-2021,2021-16,Friuli-Venezia Giulia,3,0,3697,0,0,0,0,0,0,0,0,0
2020-2021,2021-16,Liguria,18,25,22680,1.1,5,5.54,4,1.59,13,1.04,3,0.45
2020-2021,2021-16,Emilia-Romagna,12,16,13870,1.15,8,4.68,4,1.08,3,0.52,1,0.37
2020-2021,2021-16,Tuscany,22,46,35735,1.29,13,5.6,10,1.69,16,0.9,7,0.72
2020-2021,2021-16,Umbria,4,2,2902,0.69,0,0,2,1,0,0,0,0
2020-2021,2021-16,Marche,16,2,20347,0.1,0,0,0,0,2,0.18,0,0
2020-2021,2021-16,Lazio,201,230,247752,0.93,28,2.81,18,0.72,156,1.01,28,0.48
2020-2021,2021-16,Abruzzo,30,52,33937,1.53,11,2.42,14,1.47,21,1.4,6,1.21
2020-2021,2021-16,Molise,5,0,3694,0,0,0,0,0,0,0,0,0
2020-2021,2021-16,Campania,15,20,16658,1.2,8,2.55,6,1.16,4,0.6,2,1.22
2020-2021,2021-16,Apulia,56,68,71712,0.95,11,3.03,12,1.57,34,0.78,11,0.66
2020-2021,2021-16,Basilicata,12,0,14461,0,0,0,0,0,0,0,0,0
2020-2021,2021-16,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2021-16,Sicily,138,90,165767,0.54,6,1.04,5,0.33,59,0.57,20,0.49
2020-2021,2021-16,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Piedmont,51,396,72328,5.48,115,28.45,76,8.45,169,4.04,36,2.06
2021-2022,2021-44,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Lombardy,175,1287,236448,5.44,396,22.56,181,4.6,595,4.63,115,2.26
2021-2022,2021-44,AP Bolzano,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,AP Trento,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Veneto,18,22,24813,0.89,5,3.52,0,0,15,1.1,2,0.33
2021-2022,2021-44,Friuli-Venezia Giulia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Liguria,10,8,12624,0.63,0,0,0,0,7,0.91,1,0.26
2021-2022,2021-44,Emilia-Romagna,44,208,53748,3.87,68,25.14,22,3.34,105,3.32,13,1.01
2021-2022,2021-44,Tuscany,27,110,44188,2.49,29,14.02,19,3.44,52,2.24,10,0.75
2021-2022,2021-44,Umbria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Marche,7,26,8487,3.06,0,0,2,2.34,23,4.27,1,0.5
2021-2022,2021-44,Lazio,184,757,241530,3.13,114,12.08,79,3.2,464,3.08,100,1.76
2021-2022,2021-44,Abruzzo,35,112,38525,2.91,23,6.56,25,3.3,53,2.66,11,1.47
2021-2022,2021-44,Molise,10,8,7461,1.07,0,0,1,2.02,5,1.08,2,0.95
2021-2022,2021-44,Campania,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Apulia,88,260,110177,2.36,63,10.09,52,3.86,109,1.69,36,1.39
2021-2022,2021-44,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-44,Sicily,108,263,129877,2.02,42,8.8,32,2.37,140,1.75,49,1.56
2021-2022,2021-44,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-45,Piedmont,47,405,64404,6.29,123,29.03,76,8.13,176,4.91,30,2
2021-2022,2021-45,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-45,Lombardy,211,1679,280281,5.99,461,25.1,200,4.78,855,5.44,163,2.59
2021-2022,2021-45,AP Bolzano,4,12,6118,1.96,4,11.87,0,0,8,2.18,0,0
2021-2022,2021-45,AP Trento,4,13,5762,2.26,4,10.93,1,1.09,8,2.56,0,0
2021-2022,2021-45,Veneto,29,40,40753,0.98,7,2.58,0,0,28,1.25,5,0.52
2021-2022,2021-45,Friuli-Venezia Giulia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-45,Liguria,14,48,17848,2.69,5,7.52,13,8.25,28,2.7,2,0.38
2021-2022,2021-45,Emilia-Romagna,47,287,56241,5.1,81,27.5,38,5.32,145,4.43,23,1.72
2021-2022,2021-45,Tuscany,34,164,55231,2.97,44,16.34,26,3.63,77,2.66,17,1.03
2021-2022,2021-45,Umbria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-45,Marche,14,58,16231,3.57,12,8.69,18,5.51,16,1.94,12,3.58
2021-2022,2021-45,Lazio,185,862,243487,3.54,149,15.74,102,4.12,491,3.24,120,2.08
2021-2022,2021-45,Abruzzo,35,175,41735,4.19,45,15.37,42,6.43,68,2.86,20,2.36
2021-2022,2021-45,Molise,11,16,9295,1.72,0,0,1,1.83,8,1.32,7,2.89
2021-2022,2021-45,Campania,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-45,Apulia,104,425,133169,3.19,60,8.76,51,3.37,254,3.19,60,1.9
2021-2022,2021-45,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-45,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-45,Sicily,91,369,111025,3.32,71,18.15,60,5.87,161,2.33,77,2.77
2021-2022,2021-45,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-46,Piedmont,46,375,64330,5.83,111,29.6,65,8.24,163,4.43,36,2.26
2021-2022,2021-46,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-46,Lombardy,204,1866,272074,6.86,456,25.8,249,6.2,999,6.54,162,2.63
2021-2022,2021-46,AP Bolzano,6,14,8842,1.58,4,5.93,3,1.83,7,1.45,0,0
2021-2022,2021-46,AP Trento,6,27,8945,3.02,17,46.45,3,3.12,7,1.31,0,0
2021-2022,2021-46,Veneto,37,162,52938,3.06,53,13.16,37,3.89,58,2.07,14,1.23
2021-2022,2021-46,Friuli-Venezia Giulia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-46,Liguria,15,99,18597,5.32,22,26.38,22,10.17,45,4.37,10,1.88
2021-2022,2021-46,Emilia-Romagna,43,328,52495,6.25,97,37.25,35,5.12,164,5.36,32,2.57
2021-2022,2021-46,Tuscany,35,172,58821,2.92,41,17.16,24,3.83,89,2.77,18,1
2021-2022,2021-46,Umbria,8,20,8684,2.3,6,9.24,6,3.53,5,1.02,3,2.1
2021-2022,2021-46,Marche,9,71,10944,6.49,32,25.12,13,5.11,25,4.87,1,0.5
2021-2022,2021-46,Lazio,183,969,240528,4.03,195,20.09,138,5.48,536,3.6,100,1.76
2021-2022,2021-46,Abruzzo,33,206,37740,5.46,74,20.98,53,6.88,57,2.97,22,3
2021-2022,2021-46,Molise,11,9,11467,0.78,0,0,0,0,9,1.19,0,0
2021-2022,2021-46,Campania,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-46,Apulia,79,378,101814,3.71,86,17.53,49,4.23,190,3.09,53,2.22
2021-2022,2021-46,Basilicata,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-46,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-46,Sicily,121,508,144931,3.51,77,14.69,87,5.99,197,2.19,147,4.16
2021-2022,2021-46,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-47,Piedmont,53,495,75136,6.59,146,32.65,87,9,227,5.35,35,1.89
2021-2022,2021-47,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-47,Lombardy,168,1462,225577,6.48,390,24.92,216,5.96,727,5.86,129,2.59
2021-2022,2021-47,AP Bolzano,5,18,7659,2.35,5,14.84,4,4.68,8,1.68,1,0.58
2021-2022,2021-47,AP Trento,5,16,7321,2.19,2,6.04,4,4.45,9,2.09,1,0.56
2021-2022,2021-47,Veneto,47,162,67957,2.38,37,9.24,13,1.36,100,2.53,12,0.81
2021-2022,2021-47,Friuli-Venezia Giulia,8,30,10524,2.85,14,15.42,3,1.19,11,2.3,2,0.87
2021-2022,2021-47,Liguria,18,89,22962,3.88,26,31.18,17,7.6,36,2.74,10,1.48
2021-2022,2021-47,Emilia-Romagna,46,339,56857,5.96,84,31.15,46,6.76,177,5.27,32,2.32
2021-2022,2021-47,Tuscany,28,161,45872,3.51,57,21.17,32,4.57,58,2.53,14,1.06
2021-2022,2021-47,Umbria,12,65,12132,5.36,27,17.85,23,6.74,12,2.34,3,1.45
2021-2022,2021-47,Marche,13,83,15823,5.25,26,25.79,21,6.99,36,4.27,0,0
2021-2022,2021-47,Lazio,183,1018,242501,4.2,177,18.24,123,4.86,583,3.87,135,2.38
2021-2022,2021-47,Abruzzo,32,186,36818,5.05,59,26.66,42,8.03,64,3.04,21,2.52
2021-2022,2021-47,Molise,11,22,11467,1.92,0,0,3,5.15,16,2.11,3,0.99
2021-2022,2021-47,Campania,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-47,Apulia,61,312,75408,4.14,82,16.63,65,6.14,143,3.33,22,1.3
2021-2022,2021-47,Basilicata,10,0,13260,0,0,0,0,0,0,0,0,0
2021-2022,2021-47,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-47,Sicily,108,669,134057,4.99,104,21.57,102,7.79,312,3.72,151,4.69
2021-2022,2021-47,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-48,Piedmont,40,347,58253,5.96,89,24.15,66,8.41,153,4.69,39,2.77
2021-2022,2021-48,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-48,Lombardy,132,1128,182139,6.19,216,21.17,126,5.31,674,6.34,112,2.67
2021-2022,2021-48,AP Bolzano,5,24,7659,3.13,5,14.84,5,5.85,13,2.73,1,0.58
2021-2022,2021-48,AP Trento,4,20,5805,3.45,3,9.06,4,4.58,11,3.28,2,1.6
2021-2022,2021-48,Veneto,34,102,46131,2.21,20,5.65,16,1.82,54,2.24,12,1.24
2021-2022,2021-48,Friuli-Venezia Giulia,6,78,7715,10.11,9,9.91,1,0.41,56,19.01,12,8.53
2021-2022,2021-48,Liguria,15,87,18820,4.62,26,23.11,15,5.05,40,4.07,6,1.23
2021-2022,2021-48,Emilia-Romagna,38,354,46948,7.54,101,33.29,61,8.94,173,6.58,19,1.76
2021-2022,2021-48,Tuscany,25,121,42625,2.84,39,18.85,29,5.34,41,1.86,12,0.92
2021-2022,2021-48,Umbria,11,37,11428,3.24,16,15.61,14,5.58,6,1,1,0.53
2021-2022,2021-48,Marche,9,51,12259,4.16,4,7.63,4,2.75,36,5.02,7,2.25
2021-2022,2021-48,Lazio,174,958,230186,4.16,122,15.11,115,5.4,590,4.06,131,2.36
2021-2022,2021-48,Abruzzo,35,231,41638,5.55,44,23.35,30,5.63,122,4.85,35,3.77
2021-2022,2021-48,Molise,10,18,10363,1.74,0,0,1,1.78,14,2.05,3,1.11
2021-2022,2021-48,Campania,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-48,Apulia,50,297,62947,4.72,48,13.81,53,6.42,157,4.33,39,2.61
2021-2022,2021-48,Basilicata,10,5,12597,0.4,1,0.57,4,1.71,0,0,0,0
2021-2022,2021-48,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-48,Sicily,100,521,120432,4.33,85,19.21,95,7.82,218,2.93,123,4.17
2021-2022,2021-48,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-49,Piedmont,45,353,63691,5.54,58,15.47,46,5.81,204,5.69,45,2.78
2021-2022,2021-49,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-49,Lombardy,138,937,191103,4.9,139,12.97,93,3.54,591,5.32,114,2.65
2021-2022,2021-49,AP Bolzano,6,13,8842,1.47,6,8.9,3,1.83,3,0.62,1,0.58
2021-2022,2021-49,AP Trento,3,7,4234,1.65,2,6.04,2,2.31,3,1.43,0,0
2021-2022,2021-49,Veneto,34,93,48068,1.93,7,3.04,10,1.63,65,2.33,11,0.94
2021-2022,2021-49,Friuli-Venezia Giulia,7,81,9215,8.79,5,5.51,4,1.61,44,11.04,28,15.26
2021-2022,2021-49,Liguria,16,78,20877,3.74,20,23.98,9,4.05,40,3.41,9,1.48
2021-2022,2021-49,Emilia-Romagna,37,286,46089,6.21,74,28.87,67,11.74,128,4.86,17,1.48
2021-2022,2021-49,Tuscany,25,147,43373,3.39,40,19.02,31,5.65,61,2.72,15,1.12
2021-2022,2021-49,Umbria,10,50,11258,4.44,18,17.56,16,6.84,14,2.3,2,1.1
2021-2022,2021-49,Marche,16,58,18421,3.15,6,4.84,17,4.49,32,3.35,3,0.78
2021-2022,2021-49,Lazio,180,925,236275,3.91,168,18.35,115,4.8,537,3.65,105,1.88
2021-2022,2021-49,Abruzzo,35,194,44597,4.35,44,21.99,34,6.64,90,3.31,26,2.53
2021-2022,2021-49,Molise,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-49,Campania,31,75,38569,1.94,28,5.5,18,1.89,22,1.21,7,1.21
2021-2022,2021-49,Apulia,80,397,104302,3.81,96,18.79,70,5.97,185,2.94,46,1.88
2021-2022,2021-49,Basilicata,12,20,15639,1.28,8,3.54,12,3.51,0,0,0,0
2021-2022,2021-49,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-49,Sicily,102,530,123893,4.28,62,14.96,75,6.16,263,3.4,130,4.29
2021-2022,2021-49,Sardinia,11,49,13662,3.59,24,20.05,15,6.75,10,1.32,0,0
2021-2022,2021-50,Piedmont,47,419,66405,6.31,64,25.4,48,8.66,240,5.96,67,3.71
2021-2022,2021-50,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-50,Lombardy,148,1131,203046,5.57,157,11.87,138,4.5,719,6.34,117,2.56
2021-2022,2021-50,AP Bolzano,5,18,7659,2.35,7,20.77,4,4.68,6,1.26,1,0.58
2021-2022,2021-50,AP Trento,6,13,8501,1.53,4,5.45,1,0.62,8,1.89,0,0
2021-2022,2021-50,Veneto,44,93,60560,1.54,11,2.66,6,0.59,61,1.85,15,1.14
2021-2022,2021-50,Friuli-Venezia Giulia,7,17,8982,1.89,5,5.51,0,0,10,2.67,2,1.09
2021-2022,2021-50,Liguria,15,75,18797,3.99,23,27.58,11,5,32,3.12,9,1.63
2021-2022,2021-50,Emilia-Romagna,37,243,42121,5.77,62,20.81,39,5.83,125,5.47,17,1.77
2021-2022,2021-50,Tuscany,27,178,44129,4.03,43,18,57,9.24,65,2.87,13,1.01
2021-2022,2021-50,Umbria,9,46,9784,4.7,17,22.73,10,5.95,17,3.23,2,0.96
2021-2022,2021-50,Marche,13,76,16431,4.63,12,9.69,3,0.83,54,6.62,7,2.06
2021-2022,2021-50,Lazio,190,1038,249861,4.15,177,18.37,145,5.71,594,3.81,122,2.07
2021-2022,2021-50,Abruzzo,26,164,32387,5.06,25,16.39,22,5.87,89,4.55,28,3.7
2021-2022,2021-50,Molise,11,12,12164,0.99,0,0,3,5.08,7,0.86,2,0.63
2021-2022,2021-50,Campania,7,29,6954,4.17,14,10.33,10,3.64,4,1.86,1,1.41
2021-2022,2021-50,Apulia,56,269,73073,3.68,60,22.93,58,8.73,124,2.72,27,1.49
2021-2022,2021-50,Basilicata,11,10,14147,0.71,7,3.93,1,0.41,1,0.14,1,0.36
2021-2022,2021-50,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-50,Sicily,103,608,122984,4.94,86,23.14,105,9.5,297,3.83,120,3.91
2021-2022,2021-50,Sardinia,10,36,12096,2.98,15,12.53,18,8.04,3,0.5,0,0
2021-2022,2021-51,Piedmont,47,460,67104,6.86,74,17.97,59,6.75,280,7.52,47,2.76
2021-2022,2021-51,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-51,Lombardy,2,1442,197529,7.3,202,15.2,198,6.41,871,7.96,171,3.9
2021-2022,2021-51,AP Bolzano,145,14,7127,1.96,8,11.87,5,3.05,1,0.27,0,0
2021-2022,2021-51,AP Trento,5,10,5750,1.74,3,9.06,2,2.24,5,1.53,0,0
2021-2022,2021-51,Veneto,4,106,62196,1.7,13,3.92,9,1.15,74,2.01,10,0.7
2021-2022,2021-51,Friuli-Venezia Giulia,43,19,6303,3.01,6,8.22,1,0.66,8,2.99,4,2.89
2021-2022,2021-51,Liguria,5,90,21768,4.13,20,17.78,6,1.98,51,4.41,13,2.15
2021-2022,2021-51,Emilia-Romagna,17,313,36104,8.67,45,31.82,53,16.62,193,8.79,22,2.3
2021-2022,2021-51,Tuscany,30,261,45929,5.68,37,13.74,52,7.39,132,5.76,40,3.01
2021-2022,2021-51,Umbria,28,43,6042,7.12,9,13.87,9,5.58,20,7.58,5,4.39
2021-2022,2021-51,Marche,6,91,18040,5.04,22,15.65,12,3.34,50,5.41,7,1.84
2021-2022,2021-51,Lazio,14,993,256690,3.87,131,13.18,116,4.43,622,3.89,124,2.05
2021-2022,2021-51,Abruzzo,195,242,40124,6.03,38,16.87,42,7.63,131,5.56,31,3.52
2021-2022,2021-51,Molise,34,6,10961,0.55,0,0,1,1.72,5,0.69,0,0
2021-2022,2021-51,Campania,10,58,29927,1.94,19,5.27,18,2.64,20,1.37,1,0.2
2021-2022,2021-51,Apulia,24,303,93009,3.26,57,11.86,62,5.77,156,2.84,28,1.24
2021-2022,2021-51,Basilicata,73,23,15639,1.47,9,3.98,13,3.8,1,0.14,0,0
2021-2022,2021-51,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-51,Sicily,102,624,122605,5.09,70,12.99,108,7.81,337,4.53,109,3.75
2021-2022,2021-51,Sardinia,5,27,6447,4.19,14,15.82,8,3.42,5,2.01,0,0
2021-2022,2021-52,Piedmont,37,463,52774,8.77,59,30.27,71,15.5,285,8.99,48,3.3
2021-2022,2021-52,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-52,Lombardy,120,1615,158402,10.2,136,12.34,185,7.41,1097,12.53,197,5.65
2021-2022,2021-52,AP Bolzano,3,6,4403,1.36,2,5.93,0,0,4,1.54,0,0
2021-2022,2021-52,AP Trento,3,16,4289,3.73,2,6.04,3,3.55,11,5.01,0,0
2021-2022,2021-52,Veneto,35,111,50772,2.19,12,4.09,12,1.69,76,2.52,11,1.04
2021-2022,2021-52,Friuli-Venezia Giulia,6,31,7964,3.89,2,3.79,0,0,25,6.76,4,2.13
2021-2022,2021-52,Liguria,16,62,20438,3.03,6,7.19,5,2.26,37,3.22,14,2.37
2021-2022,2021-52,Emilia-Romagna,29,233,39183,5.95,28,17.77,18,4.84,169,7.03,18,1.83
2021-2022,2021-52,Tuscany,24,248,39671,6.25,37,15.49,34,5.53,146,7.51,31,2.65
2021-2022,2021-52,Umbria,6,59,5765,10.23,14,13.66,18,8.05,20,10.48,7,11.76
2021-2022,2021-52,Marche,10,70,12323,5.68,11,8.49,7,2.09,48,8.81,4,1.8
2021-2022,2021-52,Lazio,191,957,251772,3.8,94,9.96,114,4.59,615,3.9,134,2.24
2021-2022,2021-52,Abruzzo,35,247,41660,5.93,35,18.24,44,8.82,145,5.73,23,2.43
2021-2022,2021-52,Molise,9,2,9510,0.21,0,0,0,0,2,0.31,0,0
2021-2022,2021-52,Campania,4,27,4278,6.31,15,18.32,10,5.4,2,1.62,0,0
2021-2022,2021-52,Apulia,67,474,82816,5.72,68,12.56,96,8.21,263,5.59,47,2.52
2021-2022,2021-52,Basilicata,12,25,15639,1.6,8,3.54,14,4.09,3,0.42,0,0
2021-2022,2021-52,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2021-52,Sicily,86,513,105152,4.88,45,14.95,70,7.29,310,4.65,88,3.39
2021-2022,2021-52,Sardinia,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2022-01,Piedmont,39,507,55322,9.16,29,7.1,67,7.79,329,11.23,82,6.15
2021-2022,2022-01,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2022-01,Lombardy,157,1701,207598,8.19,148,8.45,203,5.28,1176,10.84,174,4.03
2021-2022,2022-01,AP Bolzano,3,8,4403,1.82,3,8.9,2,2.51,3,1.16,0,0
2021-2022,2022-01,AP Trento,4,9,5838,1.54,1,3.02,0,0,8,2.46,0,0
2021-2022,2022-01,Veneto,41,74,57934,1.28,6,1.61,4,0.46,62,1.96,2,0.14
2021-2022,2022-01,Friuli-Venezia Giulia,5,16,5921,2.7,0,0,0,0,15,9.33,1,1.03
2021-2022,2022-01,Liguria,25,133,32055,4.15,7,5.88,19,6.47,92,4.97,15,1.59
2021-2022,2022-01,Emilia-Romagna,28,277,32025,8.65,27,12.17,28,5.51,207,11.89,15,2.05
2021-2022,2022-01,Tuscany,33,314,55243,5.68,22,8.17,30,4.19,211,7.23,51,3.14
2021-2022,2022-01,Umbria,7,36,7263,4.96,4,6.16,6,3.69,20,5.47,6,4.5
2021-2022,2022-01,Marche,13,85,16750,5.07,15,11.58,4,1.13,64,7.52,2,0.59
2021-2022,2022-01,Lazio,194,903,255951,3.53,89,8.95,118,4.51,564,3.54,132,2.18
2021-2022,2022-01,Abruzzo,30,181,35381,5.12,26,11.71,41,8.03,94,4.64,20,2.57
2021-2022,2022-01,Molise,7,5,7186,0.7,0,0,0,0,4,0.87,1,0.54
2021-2022,2022-01,Campania,6,72,6732,10.7,12,17.29,13,6.82,34,10.71,13,13.58
2021-2022,2022-01,Apulia,68,343,87001,3.94,56,12.09,71,7.08,176,3.39,40,1.95
2021-2022,2022-01,Basilicata,11,28,14752,1.9,8,5.01,14,4.38,6,0.83,0,0
2021-2022,2022-01,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2022-01,Sicily,101,545,118581,4.6,69,12.81,109,8.11,275,3.84,92,3.27
2021-2022,2022-01,Sardinia,9,11,10566,1.04,3,1.97,1,0.31,0,0,7,4.39
2021-2022,2022-02,Piedmont,36,567,52097,10.88,25,12.5,56,11.84,404,12.93,82,5.81
2021-2022,2022-02,Aosta Valley,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2022-02,Lombardy,149,1619,199048,8.13,143,9.89,212,6.44,1073,9.91,191,4.4
2021-2022,2022-02,AP Bolzano,4,18,5586,3.22,4,5.93,0,0,14,5.28,0,0
2021-2022,2022-02,AP Trento,3,12,4289,2.8,2,6.04,1,1.18,8,3.65,1,1.09
2021-2022,2022-02,Veneto,42,102,59397,1.72,3,0.77,4,0.47,82,2.53,13,0.89
2021-2022,2022-02,Friuli-Venezia Giulia,4,3,5167,0.58,0,0,1,0.36,2,1.87,0,0
2021-2022,2022-02,Liguria,16,57,20709,2.75,4,5.43,3,1.32,42,3.54,8,1.37
2021-2022,2022-02,Emilia-Romagna,26,205,32462,6.32,17,15.61,14,5.1,157,7.85,17,1.97
2021-2022,2022-02,Tuscany,26,162,42628,3.8,24,10.05,28,4.52,90,4.24,20,1.56
2021-2022,2022-02,Umbria,7,46,5930,7.76,11,10.73,15,6.31,16,8.01,4,7.56
2021-2022,2022-02,Marche,13,55,16097,3.42,8,5.24,4,0.97,42,5.66,1,0.33
2021-2022,2022-02,Lazio,188,789,247720,3.19,71,7.29,120,4.74,496,3.22,102,1.74
2021-2022,2022-02,Abruzzo,29,187,34623,5.4,35,15.63,37,7.01,94,4.78,21,2.82
2021-2022,2022-02,Molise,4,0,3053,0,0,0,0,0,0,0,0,0
2021-2022,2022-02,Campania,18,5,21725,0.23,0,0,0,0,5,0.5,0,0
2021-2022,2022-02,Apulia,57,237,74437,3.18,39,11.3,36,4.68,129,2.84,33,1.85
2021-2022,2022-02,Basilicata,12,11,15639,0.7,4,1.77,3,0.88,4,0.56,0,0
2021-2022,2022-02,Calabria,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2022-02,Sicily,97,471,117883,4,44,9.37,52,4.42,302,4.18,73,2.51
